10000124	abnormale duisternisaanpassingscurve
10000125	abnormale dromen
10000126	abnormaal ECG
10000127	abnormaal EEG
10000128	abnormale ejaculatie
10000129	abnormaal ECG
10000130	abnormaal elektro-encefalogram
10000131	abnormaal EMG
10000132	abnormale oogbewegingen NAO
10000133	abnormale feces
10000134	abnormale feces
10000136	loopstoornis
10000137	glucosetolerantie abnormaal
10000138	abnormale glucosetolerantie tijdens zwangerschap
10000139	abnormale glucosetolerantie van moeder, voor bevalling
10000140	abnormale gluc.tolerantie v moeder, complic zwangerschap, geboorte of puerp, niet-gesp naar beh.per
10000141	abnormale glucosetolerantie van moeder, complicerende zwangerschap, geboorte of puerperium
10000142	abnormale glucosetolerantie van moeder, postpartum
10000143	abnormale glucosetolerantie van moeder, met bevalling
10000144	abnormale glucosetolerantie van moeder, met bevalling, met vermelding van postpartumcomplicatie
10000145	abnormale glucosetolerantietest
10000146	abnormale glucosetolerantietest (excl. DM)
10000147	abnormale haargroei
10000148	abnormale hardweefselvorming in pulpa
10000149	abnormale harttonen, andere
10000150	afwijkend innervatiesyndroom van het ooglid
10000151	abnormale onwillekeurige beweging
10000152	abnormale bevalling
10000153	abnormale ontsluitingsfase
10000154	abnormale ontsluitingsfase met foetale beinvloeding
10000155	abnormale LE-test
10000156	abnormale leverfunctietests
10000157	abnormaal lipidenprofiel
10000158	abnormale leverfunctietests
10000159	abnormaal verlies van gewicht
10000160	abnormaal orgasme (vrouw)
10000161	abnormaal orgasme (man)
10000162	handpalm- en voetzoolplooienafwijkingen
10000163	afwijkend lichamelijk gevoel
10000164	afwijkend pigment
10000165	afwijkende pigmentatie
10000166	abnormale plaatjesfunctie
10000167	abnormale bloedplaatjes
10000168	abnormaal product van de bevruchting NAO
10000169	niet-gespecificeerde afwijking van de pupilfunctie
10000170	abnormale reflex
10000172	afwijkende retinale correspondentie
10000173	abnormaal gevoel in oog
10000174	afwijkende gevoel van ledematen
10000175	enkelvoudige handpalmplooi-afwijkingen
10000177	abnormaal slaapgerelateerd voorval NAO
10000179	abnormale spermatozoa
10000180	abnormaal sputum
10000181	abnormale stoelgang
10000182	abnormaal denken
10000183	abnormale thymoltroebelingstest
10000184	afwijkende gevoelsensatie
10000185	uteruscontracties abnormaal met invloed op foetus of pasgeborene
10000186	afwijkend gezichtsvermogen
10000187	afwijkend gezichtsvermogen NAO
10000188	abnormale gewichtstoename
10000189	abnormale woorden of abnormaal woordgebruik NAO
10000194	afwijkingen van grootte en vorm van tanden
10000195	afwijkingen van het haar
10000197	accommodatie-afwijking
10000198	abnormale krachten tijdens bevalling
10000199	abnormale krachten tijdens bevalling
10000200	afwijking gang
10000201	afwijking van organen en weke delen van bekken complicerende zwangerschap, geboorte of puerperium
10000202	afwijking rode bloedcellen
10000203	afwijkende secretie van gastrine
10000204	afwijkende secretie van glucagon
10000205	ABO hemolytische ziekte van pasgeborene
10000206	ABO incompatibiliteit
10000207	ABO incompatibiliteitsreactie, niet elders geclassificeerd
10000208	ABO iso-immunisatie
10000209	afgebroken zwangerschap
10000210	abortus
10000212	complete miskraam gecompliceerd
10000213	abortus compleet onvolledig gemist etc.
10000214	complete miskraam NAO
10000215	gecompliceerde miskraam NAO
10000216	mislukte abortus
10000217	onvolledige miskraam
10000218	onvolledige miskraam gecompliceerd
10000219	onvolledige miskraam NAO
10000220	abortus geïnduceerd
10000221	abortus geïnduceerd volledig geïnduceerd
10000222	abortus geïnduceerd volledig NAO
10000223	abortus geïnduceerd gecompliceerd
10000224	abortus geïnduceerd onwettelijk
10000225	abortus geïnduceerd onvolledig gecompliceerd
10000226	abortus geïnduceerd onvolledig NAO
10000227	abortus geïnduceerd NAO
10000228	abortus geïnfecteerd
10000229	abortus infectieus
10000230	gemiste miskraam
10000231	miskraam NAO
10000234	spontane miskraam
10000236	spontane miskraam compleet gecompliceerd
10000237	spontane miskraam compleet NAO
10000238	gecompliceerde spontane miskraam
10000239	spontane miskraam onvolledig gecompliceerd
10000240	spontane miskraam onvolledig NAO
10000241	spontane miskraam NAO
10000242	behandelde abortus
10000243	amputatie boven de knie
10000244	allergische bronchopulmonaire aspergillose
10000245	abrasie NAO
10000246	abrasie van harde tandweefsels
10000247	abrasie van tanden
10000248	abrasie of wrijvingsblaas van elleboog, onderarm en pols, geïnfecteerd
10000249	abrasie of wrijvingsblaas van elleboog, onderarm en pols, zonder vermelding van infectie
10000250	abrasie of wrijvingsblaas van aangezicht, nek, en behaarde hoofdhuid uitgezonderd oog, geïnfecteerd
10000251	abrasie- of frictieblaas van aangezicht, hals en hoofdhuid uitgez oog, zonder verm van infectie
10000252	abrasie of wrijvingsblaas van vingers, geïnfecteerd
10000253	abrasie of wrijvingsblaas van vingers, zonder vermelding van infectie
10000254	abrasie of wrijvingsblaas van voet en te(e)n(en), geïnfecteerd
10000255	abrasie of wrijvingsblaas van voet en te(e)n(en), zonder vermelding van infectie
10000256	abrasie of wrijvingsblaas van hand(en) uitgezonderd alleen vinger(s), geïnfecteerd
10000257	abrasie- of frictieblaas van hand(en) uitgez alleen de vinger(s), zonder vermelding van infectie
10000258	abrasie of wrijvingsblaas van heup, dij, been en enkel, geïnfecteerd
10000259	abrasie of wrijvingsblaas van heup, dij, been en enkel, zonder vermelding van infectie
10000260	abrasie of wrijvingsblaas van andere, meerdere en niet-gespecificeerde plaatsen, geïnfecteerd
10000261	abrasie- of frictieblaas van andere, meerdere en niet-gesp plaatsen, zonder verm van infectie
10000262	abrasie of wrijvingsblaas van schouder en bovenarm, geïnfecteerd
10000263	abrasie of wrijvingsblaas van schouder en bovenarm, zonder vermelding van infectie
10000264	abrasie of wrijvingsblaas van romp, geïnfecteerd
10000265	abrasie of wrijvingsblaas van romp, zonder vermelding van infectie
10000266	abrasie
10000267	abruptio placentae
10000268	abscences
10000269	abces
10000270	abces anorectaal
10000271	abces apocriene klier
10000272	abces bacterieel
10000273	abces bacterieel NAO
10000274	abces van Bartholin
10000275	abces borst
10000276	abces borstdrainage
10000277	abces centraal zenuwstelsel NAO
10000278	abces dentaal
10000279	abcesdrainage
10000280	abces oog
10000281	abces geslachtsorgaan (mannelijk)
10000282	abces tandvlees
10000283	abces in neus
10000284	abces ter hoogte van injectieplaats
10000285	darmabces
10000286	abces nier
10000287	abces NAO
10000288	abces van anorectale streken
10000289	abces van klieren van Bartholin
10000290	borstabces geassocieerd met geboorte
10000291	borstabces geassocieerd met geboorte, bevallen, met vermelding van postpartumcomplicatie
10000292	borstabces geassocieerd met geboorte, niet-gespecificeerd naar behandelperiode
10000293	borstabces, antepartum
10000294	borstabces, postpartum
10000295	abces in de uitwendige gehoorgang
10000296	abces van uitwendig oor
10000297	abces van ooglid
10000298	abces van vinger
10000299	abces intestinaal
10000300	abces van de lever
10000301	abces van long en mediastinum
10000302	abces van long en mediastinum
10000303	abces van mediastinum
10000304	abces van prostaat
10000305	abces van speekselklier
10000306	abces van de thymus
10000307	abces van teen
10000308	abces van de vulva, andere
10000309	abces op bil
10000310	abcesoperatie
10000311	abces oraal
10000312	abces paradontaal
10000313	abces perinephrium
10000314	abces periodontaal
10000315	abces peritonsillair
10000316	pilonidalisabces
10000317	abces steriel
10000318	abces zweetklier
10000320	abcessen van de huid
10000321	absence aanvallen
10000322	congenitale afwezigheid
10000323	congenitaal ontbreken van schedelholte
10000324	congenitaal ontbreken van oorlel
10000325	ontbreken van ledematen
10000326	afwezigheid van menstruatie
10000327	congenitaal ontbreken van spier en pees
10000328	congenitaal ontbreken van speekselklier
10000329	congenitaal ontbreken van ruggenwervel
10000330	ontbreken of hypoplasie van arteria umbilicalis
10000331	absence insult
10000333	afwezige enkelreflex
10000334	afwezige enkelreflexen
10000335	afwezige darmgeluiden
10000336	ontbreken van ledemaat
10000337	ontbrekende ledematen
10000338	afwezige reflex
10000339	afwezige reflexen
10000340	zich onthouden van alcohol
10000341	misbruik
10000342	misbruik NAO
10000343	misbruik met verslaving
10000344	ondermaatse leerprestatie
10000345	leerstoornis op kinderleeftijd en adolescentie
10000346	acalculie
10000347	acalculeuze cholecystitis
10000348	Acanthamoeba-infectie NAO
10000349	acanthose
10000350	acanthosis nigricans
10000351	acariasis
10000352	acariasis NAO
10000353	acariasis, andere
10000354	acariasis, niet-gespecificeerd
10000355	acathisie
10000357	versneld haarverlies
10000358	progressieve hypertensie
10000359	versnelde seksuele ontwikkeling
10000360	versnelde seksuele rijpheid
10000361	accessoire oorschelp
10000362	accessoir handwortelbeen
10000363	accessoir handwortelbeentje
10000364	accessoire spier
10000365	nervus accessorius aandoening NAO
10000367	bijkomende tepelverwijdering
10000368	accessoire speekselklier
10000369	ongeval
10000370	ongeval thuis
10000371	ongeval op school
10000372	werkongeval
10000373	auto-ongeluk
10000374	accident cerebrovasculair
10000375	ongeval huishouden
10000376	ongeval op straat
10000377	ongeval NAO
10000378	toevallige blootstelling
10000379	toevallige opname
10000380	ongevalsletsel
10000381	toevallige overdosis
10000382	toevallige overdosis (therapeutisch middel)
10000383	toevallige vergiftiging
10000384	accidentele punctie of inscheuring gedurende een verrichting, niet elders geclassificeerd
10000385	accommodatie abnormaal
10000386	duisternisaanpassingsafwijking
10000387	accommodatiezwakte
10000388	accommodatiemoeilijkheid
10000389	accommodatieafwijking
10000390	accommodatiestoornis
10000391	accommodatieparalyse
10000392	accommodatiespasme
10000393	accommodatieve component in esotropie
10000394	volbrachte zelfmoord
10000395	aanslag op de tanden
10000396	acetabulaire dysplasie
10000397	heupkombreuk
10000398	acetaminofen
10000399	acetaminofen verlaagd
10000400	acetaminofen hoog
10000401	acetaminofen verhoogd
10000402	acetaminofen normaal
10000403	acetoacetaat
10000404	acetoacetaat abnormaal NAO
10000405	acetoacetaat verlaagd
10000406	acetoacetaat hoog
10000407	acetoacetaat verhoogd
10000408	acetoacetaat laag
10000409	acetoacetaat normaal
10000410	acetonemie
10000411	aceton
10000412	aceton abnormaal NAO
10000413	aceton adem
10000414	aceton verlaagd
10000415	aceton hoog
10000416	aceton verhoogd
10000417	aceton normaal
10000418	acetonemie
10000419	acetonurie
10000420	achalasie
10000421	achalasie en cardiospasmus
10000422	achalasia cardiae
10000423	oesofageale achalasie
10000424	pijn
10000425	pijn over de borst
10000426	pijn borst
10000427	pijn in testis
10000428	pijn NAO
10000429	maagpijn
10000430	pijn in polsen
10000431	pijnlijke benen
10000432	bursitis of tendinitis van achillespees
10000433	tendinitis van achillespees
10000434	verlenging van achillespees
10000435	achillespeesletsel
10000436	achillespeesreflex verminderd
10000437	achillespeesreflex overdreven
10000438	herstel van achillespees
10000439	achillespeesruptuur
10000440	achillespeesverstuiking
10000441	achillespeestendinitis
10000442	tenosynovitis van achillespees
10000443	bursitis van achillespees
10000444	pijnlijke knie links
10000445	pijnlijke knie rechts
10000446	pijnlijke oogkas
10000447	pijnlijke knieën
10000448	pijnlijke extremiteit
10000449	pijnlijke gewrichten
10000450	pijnlijke handen, onderarmen, of ellebogen
10000451	achloorhydrie
10000452	achondroplasie
10000453	achondroplastische dwerg
10000454	achromatopsie
10000455	achylia gastrica
10000456	zuur-base-evenwicht
10000457	zuur-base-evenwicht abnormaal
10000458	zuur-base-evenwicht normaal
10000459	chemisch zuur brandwond van hoornvlies en conjunctivale zak
10000460	zure dyspepsie
10000461	zuurvaste kleuring
10000462	zuurvaste kleuring negatief
10000463	zuurvaste kleuring positief
10000464	zuurindigestie
10000465	zure of alkalische vergiftiging
10000466	zure fosfatase
10000467	zure fosfatase
10000468	zure fosfatase abnormaal
10000469	zure fosfatase verlaagd
10000470	zure fosfatase hoog
10000471	zure fosfatase verhoogd
10000472	zure fosfatase laag
10000473	zure fosfatase normaal
10000474	zure fosfatase prostaat hoog
10000475	zure fosfatase prostaat verhoogd
10000476	zure fosfatase prostaat laag
10000477	zure fosfatase serum verhoogd
10000478	zure fosfatase serum verhoogd
10000479	zuurreflux (oesofageaal)
10000480	zuur-base-evenwicht
10000481	zuur-base-evenwicht abnormaal
10000482	zuur-base-evenwicht stoornis
10000483	zuur-base-evenwichtstoornis gemengd
10000484	zuur-base-evenwicht normaal
10000486	acidose
10000487	compensatoire acidose
10000488	acidose diabetisch
10000489	hyperchloremische acidose
10000490	hyperchloremische acidose
10000491	lactische acidose
10000492	metabole acidose
10000493	acidose NAO
10000494	acidose renaal tubulair
10000495	respiratoire acidose
10000496	acne
10000498	verergerde acne
10000499	broomacne
10000500	comedonen-acne
10000501	bolvormige acne
10000502	acne door cosmetica
10000503	blaasjes acne
10000504	detergentacne
10000505	folliculaire acne
10000506	folliculaire papuleuze pustuleuze acne
10000507	kinderacne
10000508	geneesmiddelacne
10000509	pasgeborene acne
10000510	acne NAO
10000511	beroepsacne
10000512	papuleuze acne
10000513	pustuleuze acne
10000514	acne rosacea
10000515	acnelittekens
10000516	steroïdacne
10000517	steroïd-geïnduceerde acne
10000518	acne varioliformis
10000519	gewone acne
10000520	acneïforme dermatitis
10000521	gehoorzenuwafwijking NAO
10000522	neurinoma acusticum
10000523	acusticusneurinoom
10000524	akoestische neuroomverwijdering
10000525	akoestische stimulatietests
10000526	akoestische stimulatietests abnormaal
10000527	akoestische stimulatietests normaal
10000528	akoestisch trauma
10000529	akoestisch trauma (explosief) van oor
10000530	verworven acanthosis nigricans
10000531	verworven afibrinogenemie
10000532	verworven atrofie van ovarium en tuba fallopii
10000533	verworven hartseptumdefect
10000534	verworven stollingsfactor tekort
10000535	verworven kleurenziendeficiënties
10000536	verworven afwijkingen van de oorschelp
10000537	verworven misvormingen van onderarm, excl. vingers
10000538	verworven misvormingen van heup
10000539	verworven misvorming van andere delen van extremiteiten
10000540	verworven misvormingen van teen
10000541	verworven misvorming van borstkas en rib
10000542	verworven misvorming van ledematen, plaats niet-gespecificeerd
10000543	verworven misvorming van nek of hals
10000544	verworven misvorming van neus
10000545	verworven misvorming van bekken
10000547	verworven equinovarus misvorming van voet
10000548	verworven hemangioom
10000549	verworven hemolytische anemie
10000550	verworven hemolytische anemie, niet-gespecificeerd
10000551	verworven hemolytische anemieën
10000552	verworven hemangioom
10000553	verworven hemolytische anemie, niet-gespecificeerd
10000554	verworven hemolytische anemieën
10000555	verworven hydrokèle
10000556	verworven hypertrofische pylorusstenose
10000557	verworven hypogammaglobulinemie
10000558	verworven hypogammaglobulinemie
10000559	verworven hypothyroïdie
10000560	verworven hypothyroïdie andere
10000561	verworven ichthyosis
10000562	acquired immunodeficiency syndrome
10000563	acquired immunodeficiency syndrome
10000564	acquired immunodeficiency syndrome
10000565	acquired immunodeficiency syndrome
10000566	acquired immunodeficiency syndrome, niet-gespecificeerd
10000567	acquired immunodeficiency syndrome-related complex, niet-gespecificeerd
10000568	verworven keratoderma
10000569	verworven megacolon
10000570	verworven methemoglobinemie
10000571	verworven spierskeletstelselmisvorming van andere gespecificeerde plaats
10000572	verworven spierskeletstelselmisvorming van niet-gespecificeerde plaats
10000573	verworven nachtelijke blindheid
10000574	verworven sideroblastische anemie
10000575	verworven spondylolisthesis
10000576	verworven stenose van de uitwendige gehoorgang
10000577	verworven stenose van de uitwendige gehoorgang secundair aan ontsteking
10000578	verworven stenose van uitwendige gehoorgang secundair aan heelkunde
10000579	verworven stenose van uitwendige gehoorgang, secundair aan trauma
10000580	verworven stenose van de uitwendige gehoorgang, niet-oorzakelijk gespecificeerd
10000581	trombasthenie, verworven
10000582	verworven luchtpijp-slokdarm fistel
10000583	acrolentigineus melanoom
10000584	acrolentigineus melanoom in situ
10000585	acrolentigineus melanoom stadium I
10000586	acrolentigineus melanoom stadium II
10000587	acrolentigineus melanoom stadium III
10000588	acrolentigineus melanoom stadium IV
10000589	acrolentigineus melanoom stadium niet-gespecificeerd
10000590	acrocefalosyndactylie
10000591	acrochordon
10000592	acrocyanose
10000593	acrodermatitis
10000594	acrodermatitis chronica atrophicans
10000595	acrodermatitis continua
10000596	acrodermatitis enteropathica
10000597	acrodermatitis enteropathica
10000598	acrodynie
10000599	acromegalie
10000600	acromegalie en gigantisme
10000601	acromioclaviculair (gewricht) (ligament)-verstuiking
10000602	acromioclaviculair (gewricht) (ligament) verstuikingen en verrekkingen
10000603	acro-osteolyse
10000604	acroparesthesie
10000605	hoogtevrees
10000606	acrosclerose
10000607	ACTH
10000608	ACTH abnormaal
10000609	ACTH verlaagd
10000610	ACTH verlaagd
10000611	ACTH verhoogd
10000612	ACTH normaal
10000613	tumor van de ACTH-producerende hypofyse
10000614	stralingskeratose
10000615	stralings lentigo
10000616	actinische prurigo
10000617	actinisch reticuloïd en actinisch granuloom
10000618	actinisch reticuloïd-fotosensitief eczeem
10000619	actinomycetomen
10000620	actinomycose
10000621	buikactinomycose
10000622	actinomycotisch granuloom
10000623	actinomycose op andere gespecificeerde plaatsen
10000624	actinomycose op niet-gespecificeerde plaats
10000625	actinomycose van de huid
10000626	actinomycotische infecties
10000628	longactinomycose
10000629	huidactinomycose
10000630	geactiveerde partiële tromboplastinetijd
10000631	geactiveerde partiële tromboplastinetijd abnormaal
10000632	geactiveerde partiële tromboplastinetijd abnormaal NAO
10000633	geactiveerde partiële tromboplastinetijd verlaagd
10000634	geactiveerde partiële tromboplastinetijd verhoogd
10000635	geactiveerde partiële tromboplastinetijd normaal
10000636	geactiveerde partiële tromboplastinetijd verlengd
10000637	geactiveerde partiële tromboplastinetijd verkort
10000638	actieve ileumontsteking
10000639	actieve immunisatie
10000640	actieve ziekte van Ménière, cochleair
10000641	actieve ziekte van Ménière, cochleovestibulair
10000642	actieve ziekte van Ménière, vestibulair
10000643	actieve rachitis
10000644	motoractiviteit overdreven
10000645	motoractiviteit vertraagd
10000646	acupunctuur
10000647	acuut abdomen
10000648	acute acalculeuze cholecystitis
10000649	acute alcoholische hepatitis
10000650	acute alcoholintoxicatie
10000651	acute alcoholintoxicatie bij alcoholisme, continu drinkgedrag
10000652	acute alcoholintoxicatie bij alcoholisme, onregelmatig drinkgedrag
10000653	acute alcoholintoxicatie bij alcoholisme, in remissie
10000654	acute alcoholintoxicatie bij alcoholisme, niet-gespecificeerd drinkgedrag
10000655	acute allergische mucoïde otitis media
10000656	acute allergische reactie
10000657	acute allergische bloedige otitis media
10000658	acute allergische sereuze otitis media
10000659	acute allergische urticaria
10000660	acute amoebendysenterie zonder vermelding van abces
10000661	acute amoebendysenterie zonder vermelding van abces
10000662	acute anafylaxis
10000663	acute anafylactische reactie
10000664	acute anafylaxis
10000665	acute en subacute bacteriële endocarditis
10000666	acute en subacute endocarditis
10000667	acute en subacute infectieuze endocarditis bij aandoening elders geclassificeerd
10000668	acute en subacute iridocyclitis
10000669	acute en subacute iridocyclitis, niet-gespecificeerd
10000670	acute en subacute levernecrose
10000671	acute en niet-gespecificeerde ontsteking van traankanaal
10000672	acuut angio-oedeem
10000673	acuut kamerhoekblok-glaucoom
10000674	acuut kamerhoekblok-glaucoom
10000675	acute vroegere poliomyelitis
10000676	acute apicale periodontitis van pulpaire oorsprong
10000677	acute appendicitis
10000678	acute appendicitis met gegeneraliseerde peritonitis
10000679	acute appendicitis met peritoneaal abces
10000680	acute appendicitis zonder vermelding van peritonitis
10000681	acute atopische conjunctivitis
10000682	acuut rugletsel
10000683	acute rugpijn
10000684	acute bacteriële anorectale infectie
10000685	acuut hersensyndroom
10000686	acute bronchiolitis
10000687	acute bronchitis
10000688	acute bronchitis en bronchiolitis
10000689	acute canaliculitis, lacrimaal
10000690	acute nekpijn
10000691	acute cholecystitis
10000692	acuut circulatoir falen
10000693	acute verwardheidstoestand
10000694	acute verwardheidstoestand
10000695	acute conjunctivitis
10000696	acute conjunctivitis, niet-gespecificeerd
10000697	acuut cor pulmonale
10000698	acute cystitis
10000699	acute cystitis (excl. tijdens zwangerschap)
10000700	acute dacryoadenitis
10000701	acute dacryocystitis
10000702	acuut delirium
10000703	acute psychose met wanen
10000704	acute vermindering van de leverfunctie
10000705	acute dermatitis door zonnestralen
10000706	acute diarree
10000707	acute diffuse glomerulonefritis
10000708	acute dilatatie van de maag
10000709	acute gedissemineerde encefalomyelitis
10000710	acute diverticulaire perforatie
10000711	acuut duodenumulcus
10000712	acuut duodenumulcus met bloeding
10000713	acuut duodenumulcus met bloeding en perforatie
10000714	acuut duodenumulcus met bloeding
10000715	acuut duodenumulcus met bloeding en perforatie
10000716	acuut duodenumulcus met bloeding en perforatie, met obstructie
10000717	acuut duodenumulcus met bloeding en perforatie, zonder vermelding van obstructie
10000718	acuut duodenumulcus met bloeding, met obstructie
10000719	acuut duodenumulcus met bloeding, zonder vermelding van obstructie
10000720	acuut duodenumulcus met perforatie
10000721	acuut duodenumulcus met perforatie, met obstructie
10000722	acuut duodenumulcus met perforatie, zonder vermelding van obstructie
10000723	acuut duodenumulcus, zonder vermelding van bloeding of perforatie
10000724	acuut duodenumulcus zonder vermelding van bloeding of perforatie
10000725	acuut duodenumulcus zonder vermelding van bloeding of perforatie, met obstructie
10000726	acuut duodenumulcus zonder vermelding van bloeding of perforatie, zonder vermelding van obstructie
10000727	acute dyskinesie
10000728	acuut oedeem van long, niet-gespecificeerd
10000729	acute endocarditis, niet-gespecificeerd
10000730	acute endoftalmitis
10000731	acute epididymoorchitis
10000732	acute epiglottitis
10000733	acute epiglottitis met obstructie
10000734	acute epiglottitis zonder vermelding van obstructie
10000735	acuut erythraemia en erythroleukemie
10000736	acute erythrema en erythroleukemie
10000737	acute erythrema en erythroleukemie in remissie
10000738	acute erythrema en erythroleukemie zonder vermelding van remissie
10000739	acute erythroïde leukemie
10000740	acute erythroïde leukemie
10000741	acute sinusitis ethmoidalis
10000742	acute ontsteking van de buis van Eustachius
10000743	acute verergering van chronische bronchitis
10000744	acute verergering van chronische bronchitis NAO
10000745	acute leververvetting
10000746	acute leververvetting tijdens de zwangerschap
10000747	acuut febriel mucocutaan lymfeknoopsyndroom (MCLS)
10000748	acute febriele neutrofiele dermatose
10000749	acute folliculaire conjunctivitis
10000750	acute sinusitis frontalis
10000751	acute fulminante hepatitis
10000752	acute maagerosies
10000753	acuut maagslijmvliesletsel
10000754	acuut maagulcus met bloeding
10000755	acuut maagulcus met bloeding en perforatie
10000756	acuut maagulcus met bloeding
10000757	acuut maagulcus met bloeding en perforatie
10000758	acuut maagulcus met bloeding en perforatie, met obstructie
10000759	acuut maagulcus met bloeding en perforatie, zonder vermelding van obstructie
10000760	acuut maagulcus met bloeding, met obstructie
10000761	acuut maagulcus met bloeding, zonder vermelding van obstructie
10000762	acuut maagulcus met perforatie
10000763	acuut maagulcus met perforatie, met obstructie
10000764	acuut maagulcus met perforatie, zonder vermelding van obstructie
10000765	acuut maagulcus zonder vermelding van bloeding of perforatie
10000766	acuut maagulcus zonder vermelding van bloeding of perforatie
10000767	acuut maagulcus zonder vermelding van bloeding of perforatie, met obstructie
10000768	acuut maagulcus zonder vermelding van bloeding of perforatie, zonder vermelding van obstructie
10000769	acute gastritis
10000770	acute gastritis, met bloeding
10000771	acute gastritis, zonder vermelding van bloeding
10000772	acuut maagdarmulcus zonder vermelding van bloeding of perforatie, zonder vermelding van obstructie
10000773	acuut maagdarmulcus met bloeding
10000774	acuut maagdarmulcus met bloeding en perforatie
10000775	acuut maagdarmulcus met bloeding
10000776	acuut maagdarmulcus met bloeding en perforatie
10000777	acuut maagdarmulcus met bloeding en perforatie, met obstructie
10000778	acuut maagdarmulcus met bloeding en perforatie, zonder vermelding van obstructie
10000779	acuut maagdarmulcus met bloeding, zonder vermelding van obstructie
10000780	acuut maagdarmulcus met perforatie
10000781	acuut maagdarmulcus met perforatie, met obstructie
10000782	acuut maagdarmulcus F881met perforatie, zonder vermelding van obstructie
10000783	acuut maagdarmulcus zonder vermelding van bloeding of perforatie
10000784	acuut maagdarmulcus zonder vermelding van bloeding of perforatie
10000785	acuut maagdarmulcus zonder vermelding van bloeding of perforatie, met obstructie
10000786	acuut maagdarmulcus met bloeding, met obstructie
10000787	acute gingivitis
10000788	acute glomerulonefritis
10000789	acute glomerulonefritis in aandoeningen elders geclassificeerd
